,ph,Hardness,Solids,Conductivity,Turbidity,Sulphide,Ammonia,potability_score
16,7.051785800016845,211.04940606054575,30980.600786788866,315.1412672443021,4.268428857506186,3e-05,10.04526206114039,89.591
17,9.181560007151536,273.81380665980095,24041.32628006128,477.9746418621779,4.503660796179122,0.009124,6.904737195503484,91.867
18,8.975464347533963,279.3571667700924,19460.398131232112,431.44398999034894,2.4360855903052734,0.004737,6.2039561621637755,93.141
19,7.371050302429531,214.49661045715655,25630.320036999725,469.9145514792359,2.5602991476149146,8.3e-05,4.422214459953442,92.88
20,7.080794504276835,227.435048351156,22305.56741374141,554.8200864605433,4.13342264357917,3.3e-05,10.286471906743667,91.198
21,6.660212026118103,168.28374685651832,30944.363591242687,523.6712975009444,3.7497012410996176,7e-06,5.7884493180797305,91.261
22,7.080794504276835,215.97785868806776,17107.224225827616,436.2561939726492,5.459250956028731,3.2e-05,5.581316830071721,94.109
23,3.902475685915096,196.9032467083208,21167.50009896877,444.478882506898,4.528522696326911,0.0,0.8795663100678989,94.749
24,5.400301780729467,140.7390622511396,17266.593421923077,472.8740732754293,4.824786389767524,0.0,8.236455626274164,92.821
25,6.514415093251676,198.7673512594561,21218.702871190195,413.2904500885347,5.200885076539757,4e-06,8.52603979865978,92.061
26,3.4450618643852127,207.92626018799376,33424.7686784948,441.7858756739387,4.184396969028851,0.0,0.41945051253660764,92.417
27,7.080794504276835,145.76818060217258,13224.935638976958,298.99066649993244,4.004871127571583,3e-05,7.870143964803272,94.036
28,7.080794504276835,266.4210180681174,26362.965012309312,364.48010670373776,3.9915642477993063,3.9e-05,7.664710269452812,91.444
29,7.080794504276835,148.15306144508662,15193.41347396722,563.8047433250861,6.0381849531835865,3e-05,9.005296103069053,93.121
30,7.181448580829175,209.62560053629045,15196.229987483845,342.1112862851926,5.088859989138795,4.6e-05,5.972828269068315,94.339
31,9.82548990813439,190.7566182870043,19677.892465552013,452.8362348772383,2.857472426051184,0.033832,6.75748462368982,92.746
32,10.43329098280438,117.79122955039698,22326.89204571865,412.9868337903324,5.057310516515726,0.126231,8.16148809189904,91.479
33,7.414148196336244,235.04453448737107,32555.85253707369,411.983364167012,3.160624468232638,0.000109,6.831327410283963,90.511
34,7.080794504276835,232.2804520235321,14787.206264858174,383.9817230247576,5.029166724080735,3.3e-05,5.44977792717345,94.634
35,5.115817063771218,191.95274297485884,19620.545328612152,441.7483793248687,3.9020887676437535,0.0,4.251608368306809,93.906
36,3.641629777473381,183.9087222618269,24752.072459755404,456.8600959410411,3.464353035155024,0.0,0.40486613312026887,94.208
37,5.618064405909149,304.23591211231667,17281.97516841161,399.47156628109417,2.8965469413044738,0.0,5.380790536698226,93.985
38,7.080794504276835,143.45373131192335,19942.27321818484,427.1306714819022,2.90756391519334,3.3e-05,5.863708438957584,93.505
39,9.267187530763549,198.614394719096,24683.723566029654,396.8769490579176,4.324004645618281,0.009163,6.1104289317055045,92.08
40,7.080794504276835,233.8589956912124,11703.923907047854,349.3996325323045,3.510004044590529,3e-05,4.578270833965228,95.633
41,5.331940479018537,194.87406544579957,16658.876503163574,335.1203984374612,4.434820257956548,0.0,6.3508899432801496,93.69
42,7.145771545218821,238.68992851166007,28780.340431632725,332.0327063306858,5.182590703980226,4.7e-05,6.7870737519787365,91.291
43,9.920691058768153,202.8174830014264,9973.934059208535,333.19246993768064,4.69070723013249,0.042579,6.882202411939657,94.588
44,4.758439424671477,183.3494541059977,21568.428779035887,403.9441682092025,4.542801461749175,0.0,2.4030169747561962,94.197
45,5.702925976824722,216.8504738726152,35606.44017680798,504.63826042575033,4.137739016206605,0.0,6.471784336941441,89.89
46,6.953864225511059,209.6382929790206,10575.18628088936,391.1843150860056,3.195710328196264,2e-05,4.435304962598272,95.931
47,10.68296642580598,173.3754983501208,15758.740621388915,323.8079132465807,3.999775381550061,0.223476,5.570777153297548,93.73
48,7.080794504276835,129.89057234567383,34415.853145873094,470.3291685421987,4.40558600033858,3e-05,6.292903200819596,90.409
49,8.757257397440991,200.19140044205727,21536.22468744541,404.7177991564453,3.6261354416122304,0.002711,4.914623568857614,93.282
50,7.080794504276835,168.38843077429533,27492.30730658781,383.7950199903258,3.048057223106976,2.9e-05,7.013873558327518,91.528
51,7.80963189801941,100.4576150915831,12013.550628764531,605.2201243500056,2.447444463910633,0.000208,5.20782970611954,95.25
52,6.652488090855707,145.0101719190834,19871.788448305862,545.974993762403,3.742090426349668,6e-06,4.900465802130915,93.836
53,9.14719705533692,211.71414177764132,11920.610835646206,527.7089100130407,3.7945315911032105,0.007186,7.230508549794669,94.197
54,10.560744636218196,181.89336556155357,21783.65103336337,456.5564021223438,3.964686350022129,0.18706,6.991249317064481,91.987
55,7.484254837727466,260.09217257337195,30616.615148853696,404.6707773281626,4.781188176562564,0.000115,9.362078806525956,89.836
56,8.520806572970303,238.3351124555097,28779.6500110336,481.3188026886131,3.9406045297946832,0.001864,8.281421626238027,90.496
57,4.999413810796919,190.28705014936028,24323.865903045946,405.3304820275903,4.460683931737437,0.0,4.645721653348974,92.784
58,7.080794504276835,157.80119355420416,16963.625011737488,360.99599448807487,4.405385705659032,2.9e-05,8.297347333908267,93.099
59,7.080794504276835,155.05572682593436,20557.240431752216,290.18098311050545,4.089907689677867,3.3e-05,8.149728719249417,92.454
60,3.9060783549561697,233.4028350124758,32144.79993361832,269.4490512269393,3.902879711657464,0.0,0.8857788480007295,92.57
61,6.391353623832183,213.0178296827953,20965.478308853573,369.3381209158568,3.92374916929651,2e-06,5.256953523561502,93.426
62,7.080794504276835,229.48569367886049,35729.692708630326,296.3975472430137,3.8556022119167,3.8e-05,8.770389937064989,89.151
63,8.692092012708041,195.1437387840549,24656.23967944457,398.3454180035162,4.477960248233931,0.002443,8.230971186810432,91.326
64,8.085759800882219,127.73967382937272,32653.910360267582,416.2396300704016,4.068688909481666,0.000569,6.531259136395005,90.528
65,6.203977702278348,212.30661828668616,21815.07414790552,362.10800431396245,5.215689206119035,1e-06,7.6096802966027655,92.262
66,5.058108868565138,238.56938041349943,34873.9345228707,669.725086180179,5.106655774420084,0.0,6.0453536325715245,90.067
67,7.080794504276835,103.46475866009456,27420.16742458204,485.97450045781375,4.620793451653219,3.3e-05,8.378658770048164,90.977
68,7.080794504276835,211.20052600889707,12830.484133775428,333.3298479586677,3.4397400415499195,3.2e-05,4.481446523154365,95.457
69,7.261550522070718,179.88978823788457,24964.777703096523,501.18278074341,3.636364182680497,6.2e-05,5.819383205059043,92.457
70,7.16046723080874,183.0893100379288,6743.346065530401,428.0363443504035,3.8848910441472793,3.5e-05,3.7884909949793,96.93
71,5.704764776213017,116.29932988379586,33223.58152874991,504.3786809676549,4.157533407489738,0.0,6.353874480257159,90.447
72,6.21727313516034,130.94446388846563,19460.38281898756,556.6537100333977,5.325833445695803,1e-06,6.8613295907178795,93.04
73,8.679934969964185,242.22866728551904,22984.05095148243,352.94258812349034,3.873470298448302,0.002374,7.517891911922278,91.949
74,7.080794504276835,219.30091421337028,14859.46642428366,425.2135748076129,4.655916598688822,3.4e-05,5.572623241478371,94.578
75,6.897322141100197,211.36016672106155,25650.777643120266,383.0143101678532,5.022783630004574,1.7e-05,6.718728277717009,91.958
76,3.514545528745279,158.73207576140192,23029.663613563636,307.3791420351913,3.762615331099367,0.0,0.37920224580026324,94.561
77,3.72250048593372,163.63974692058176,37962.16799126102,467.5629728711818,3.662837731991359,0.0,0.5800001159326723,91.509
78,6.455004797496717,176.68397277687006,24468.048390354597,477.5813461557029,2.2934314064128625,3e-06,5.646894649753945,92.613
79,7.316804753880919,217.5228619622912,31903.399811532247,425.9134001802693,3.508372649783596,7.9e-05,9.83869267772119,89.451
80,1.844538366498842,233.7643427207269,28689.59577768293,410.3872638377081,5.013463351103733,0.0,0.009708033807345489,93.266
81,5.519125656437607,168.72858303956718,12531.60192106475,443.5703720974922,3.758995860323916,0.0,6.618128181130555,94.449
82,7.408985466924612,204.96174981089476,9566.1222701692,504.14599408386647,3.772420927989514,8.6e-05,6.49185906583787,95.234
83,5.976769618087598,258.9527320159533,27267.981860954154,514.118920118766,2.9946710955082176,0.0,7.225146966874305,91.305
84,6.395359131671062,133.8342291043793,23827.275015402887,573.4002951499592,4.191217514711704,2e-06,5.015624211410512,92.952
85,6.209642259708484,195.41772094898116,13116.707711787025,417.2416560263488,3.6125196149467143,1e-06,7.618170087017989,94.032
86,6.762832521891738,232.0751765558761,27159.38434523353,465.4137746213498,4.916579160751283,1.1e-05,7.810078830632697,91.186
87,9.91871706385417,199.18125107339057,21470.27830541328,430.5077068652869,3.385508443856719,0.041359,6.7997958583455675,92.34
88,10.15544017022192,300.29247579584023,12652.362978658088,487.45913103075526,5.002467259922081,0.086365,6.655100513674794,94.021
89,8.721726710620581,206.369682384784,28608.052076372544,506.9383527298253,2.5550269039968736,0.002961,6.324775526416796,91.317
90,7.080794504276835,197.9797828412593,17153.306163452093,575.1146944234249,4.383921813522324,3.2e-05,7.624038336929801,93.296
91,7.080794504276835,199.1078855640336,29721.91163035013,420.70959122207296,3.355164642176155,3.5e-05,6.838149496896344,91.133
92,6.099646705468387,237.9199267632531,20416.84099619073,291.1048365690676,3.172789769152877,1e-06,8.100088199592767,92.37
93,9.026787719511631,253.2170741709845,27965.07214592841,588.3196505363993,2.0190420182011657,0.005974,6.588030257714296,91.28
94,6.953371603389549,203.1465467521772,11609.109054527797,551.1433371665813,3.651865808422898,1.9e-05,5.461954208733413,95.291
95,6.140877556947864,197.87608974936683,26687.87448333394,548.0727613161172,5.359460295012964,1e-06,7.294222509251123,91.388
96,7.077874006530455,220.67053960676589,23873.378210133666,333.0507859433459,4.764508264921448,3.3e-05,6.15326639501248,92.55
97,5.488314309012512,135.80236170060937,21485.153195191077,441.3311374586935,5.066786271784542,0.0,6.9357054822969015,92.511
98,7.205559174588729,120.32761534360888,24627.867560468934,418.4332899200773,3.710053125679874,4.3e-05,6.181078259469452,92.415
99,9.177869865892433,163.2748282557015,20868.331218998803,426.9943931689402,3.1087699879134547,0.007277,7.725755464529677,92.245
100,4.270716194733736,166.83770854028538,24405.25053495276,349.5189103676489,3.763905902952325,0.0,1.8578196890883456,93.801
101,7.348844511550613,223.26493973020737,11519.046527356591,494.1584340869637,4.880875156180851,7.7e-05,8.86749469648878,93.875
102,8.526169869777789,175.61283632174326,11837.12335960845,474.240482290634,5.083014141516923,0.001526,7.482471174218891,94.202
103,7.080794504276835,169.04191749811758,36152.8208993245,590.7487871802913,3.995973787492761,3.2e-05,8.292141693060282,89.245
104,2.612035914817261,188.80412573040883,34798.25258680311,468.0802666084355,4.765205370159007,0.0,0.049705220352200756,92.157
105,8.490571562027739,204.12364839335785,22989.79638994664,435.0008983082295,3.875556805136775,0.001631,8.269308283194267,91.68
106,7.080794504276835,213.54193229259064,22539.71161451215,463.39884709083714,3.3985925873166565,3.3e-05,6.925261658417294,92.524
107,8.858401531200467,254.61751866421665,9624.300462110114,344.30336252225874,5.525726338121716,0.003764,7.953403447318216,94.382
108,6.09815652147278,189.995845993418,27776.901051693392,245.85963197125264,3.9773623643299727,1e-06,6.169675958164274,91.674
109,8.41997068212899,185.71898879367,13237.989604570806,463.64727737284176,3.962478314282775,0.001184,3.9974214632851717,95.352
110,9.286155021432371,222.6615513815935,12311.268365978076,353.74009999706425,5.239981870081682,0.009696,7.289656494974349,94.057
111,7.875895135481787,226.28478781681216,12710.249451611751,445.3741474328599,4.238589203481521,0.000347,7.297731225687385,94.202
112,7.725332908074757,252.26549119785653,36477.73811241909,339.41132665631415,3.7248367036447,0.000288,8.378000385812557,89.052
113,3.388090610523891,212.0289444657202,20230.125576951767,353.9129274416658,2.798600948267049,0.0,0.3611071949830395,95.106
114,6.745306715080959,218.4246370192336,21871.838700042492,373.05010163921327,3.9023525898765015,1e-05,7.094657179314844,92.561
115,7.080794504276835,190.42389854156607,28062.64189204036,263.7719135045372,5.6290156360573285,3.5e-05,9.571001128734618,90.344
116,7.183825723393187,261.85079976925243,14100.968986979937,290.4238383652442,4.597165511526862,4.9e-05,8.975838156249727,93.354
117,10.111976704648654,240.4321002291383,15331.302691753155,403.0418101498447,3.425763242173682,0.070945,5.3926281320087766,94.068
118,7.397413298543417,122.54103985982503,8855.114121331366,489.8516004048256,3.149157510432673,6.5e-05,6.873396189617558,95.267
119,7.812804388310308,196.58388603095685,42550.841815771775,442.5457745482448,6.204846358828904,0.000284,7.328382493105245,88.202
120,6.877456932576713,136.87921387078754,27433.587294151766,342.1963466344736,3.827650071735445,1.5e-05,7.039662720083555,91.523
121,7.080794504276835,146.9702452251051,16367.45837197548,468.9450147502269,4.664350321001553,3.3e-05,7.651743793018939,93.464
122,7.080794504276835,230.80948246855667,27418.781044480063,274.66059655361465,4.197595209206819,3.6e-05,7.103732680395007,91.474
123,7.521051678672175,267.05964744893066,26865.37374090525,505.70937170147926,2.8807853472938367,0.000128,10.43199035975346,90.179
124,8.550875469289338,231.2487868055436,28918.419953077177,432.2852700271936,3.772886607458768,0.001937,7.821306321386928,90.658
125,10.308477656813704,217.2197464316332,27653.235184410696,382.9515048389693,3.285077052469842,0.113813,8.912242005378769,90.146
126,7.080794504276835,252.67046903410036,29368.67418405221,465.2166206201478,5.052736766116998,4.3e-05,9.860664666321007,89.938
127,7.371085073209565,207.71682442123483,24913.83716589005,363.16853841901815,4.4125895367028125,9e-05,9.593651308988456,90.93
128,11.180694664461903,228.3008603612537,16600.392746647067,504.0505391333054,3.8098416540991424,0.753489,6.093998297285029,92.847
129,6.506487766502467,202.28593794959164,17087.076901837234,481.77193425228,3.5487755887477364,4e-06,6.096466858093049,93.883
130,6.643935774662305,151.8896001137799,10909.194592323076,437.9090051656054,3.8129529259917896,5e-06,3.70292304854229,96.113
131,5.033773989751668,155.32147750080298,34971.80748262682,500.6373261700039,3.2449484773190638,0.0,4.7037853160123735,90.662
132,6.91260756198984,155.7404952352641,17973.178859011827,439.6480512193927,2.6122489531921698,1.5e-05,4.883127025539196,94.291
133,7.977635990880497,245.89513040867456,32170.06916009624,473.6624527645498,3.552129499701653,0.000519,9.630003365820984,89.367
134,6.078335836509272,197.50191189847263,35957.79218259479,360.06047735582746,4.20158090550856,1e-06,7.770046884100494,89.376
135,6.242414484103846,191.90872954929208,28149.41179162288,448.2425267423017,4.5087050978944845,1e-06,6.910733217139449,91.293
136,6.063354789891076,160.76731128492577,14775.14559575291,327.27023868075764,3.4673369148168574,1e-06,7.141221246750326,93.892
137,8.129585513966727,177.89896662548156,27834.21769634046,397.0214275538664,3.3625371351987914,0.000635,9.00229670970728,90.496
138,9.56240594378952,202.01364260009225,13041.829140394102,433.38166673218615,3.7627198370300334,0.018076,5.820566637824215,94.48
139,8.167792632308252,200.91375467195093,27141.36290294348,525.5987875011582,4.289395484098247,0.000718,7.259675997966574,91.287
140,8.594416135206476,270.0227058523104,15791.675351127244,672.5569992377071,3.568991707976406,0.001941,5.911854953684093,94.008
141,7.080794504276835,167.38612732636108,20944.620814413163,566.3392939723461,3.679795034755029,3.3e-05,4.940336923051043,93.637
142,6.825467900630395,187.05170966607412,46140.12684950231,373.4272354878943,3.027449578045163,1.4e-05,6.087212478986028,88.151
143,7.861177700998561,204.274241099894,25145.02412478556,469.48696124616185,4.157656628375073,0.000326,7.917260227495505,91.476
144,4.965773559644967,220.84863863404016,21802.74489792894,386.4133315184274,3.4217668494012576,0.0,3.9039029963522007,93.592
145,6.207432967614718,192.93702709690675,13442.603471136694,533.7958508176808,3.549298841293145,1e-06,5.625188213300789,94.754
146,7.080794504276835,157.00128743205116,20067.105328107053,490.9097122372677,4.417559791016322,3.3e-05,8.03399451833617,92.571
147,9.76925100608684,264.2656542791372,8471.67738143048,353.196475487524,4.636556195256859,0.031989,8.349630854579368,94.31
148,9.630665479903348,152.8624334841574,23641.70256530387,417.167072927369,4.920091157959163,0.02155,6.925616022177995,91.9
149,5.187471605436375,104.75242498882724,20060.07872720117,368.815428587841,3.2032578962619933,0.0,5.080802338417805,93.548
150,7.633570087677555,199.6529995778644,16312.154973975048,420.5341718279189,2.927066766886376,0.000189,9.887774983163904,92.52
151,5.771199049813688,155.05089305064115,24909.44400956197,313.7019343334326,4.688959065495114,0.0,5.969600946481554,92.269
152,6.579969329401555,197.2269809109493,17657.08417649328,254.39327560480757,4.575931871590866,4e-06,4.441388655218148,94.446
153,4.80115436807586,180.77287075636636,13556.734397114704,587.3950117046609,4.418638131667752,0.0,4.779833160583851,94.84
154,7.948815718151566,238.2364096995999,19129.45836544024,434.655458610077,3.692250861269816,0.000403,5.848309501656948,93.495
155,6.906992171811655,216.78529084002477,19991.23914904896,356.4591368515823,2.124759352216301,1.8e-05,7.252437999170526,92.936
156,7.080794504276835,281.2686670205161,22452.090807860677,395.3417752928905,4.444350199227698,3.4e-05,6.742598990473256,92.578
157,7.080794504276835,190.77945990455603,12224.310506438514,399.2713589317788,3.4631725477162503,3e-05,4.6248789649595485,95.52
158,8.46133087400179,212.58136638921465,34406.77644574729,477.343368601036,3.771944146409479,0.001632,8.677485112703257,89.233
159,7.726134807902507,233.9478636629705,21667.86874132637,472.25899373256834,3.72063690445242,0.00023,6.306599416535597,92.835
160,7.080794504276835,247.66157328612303,19549.499341288283,438.8657751120628,3.777737413505429,3.3e-05,8.72940621784126,92.384
161,8.927078148301744,241.87510504564688,22821.254376566587,380.1972000224397,4.60186095914794,0.004666,8.54917648433693,91.513
162,6.208015539719022,153.2211063194914,17358.796365042126,481.19567347842127,4.334615732320451,1e-06,7.941649525393516,93.047
163,6.128425635295917,141.4924095070385,9615.832709692548,415.0087368963965,4.633823861920798,1e-06,7.325145454886526,94.835
164,7.080794504276835,202.2548327878382,11981.740191012996,416.5889057529136,2.6789107131905774,3.3e-05,9.146916316078475,93.77
165,7.308048848275572,274.7049504716489,14600.539521891906,415.6072777934955,3.696119711501417,7.8e-05,8.083708122464161,93.593
166,7.080794504276835,170.09923566929564,39906.19027101487,515.3867420113489,4.35323858897122,3.3e-05,6.524900344781087,89.201
167,8.640886408909486,201.56872409536356,26473.71323896156,309.9832868165358,5.2631015720413785,0.002286,6.96620977685607,91.467
168,7.080794504276835,205.50945715452,20406.92767150048,482.3300548094984,4.1025294815021445,3.5e-05,6.778802253471807,92.996
169,8.153210075272153,127.14489180603142,10280.92949674048,487.9083271902029,2.905788134056523,0.000539,5.826083251703223,95.291
170,8.293720110388866,206.1604148879135,35216.385970173644,399.4836212000171,3.954715282670768,0.000984,6.439180743440794,89.998
171,7.080794504276835,233.85034500527053,21136.286764159297,332.73758653626567,3.310858508001268,3.3e-05,6.659162477665379,92.919
172,7.080794504276835,237.677383112304,26009.07525933065,344.76792440431177,3.7066017915406855,3.7e-05,7.042050118135425,91.781
173,9.489972878325856,234.06996516164725,15513.740377963157,277.97006973151883,4.219967522355668,0.015604,4.735247091002642,94.428
174,7.83097634338162,190.79904405060975,7695.063934702985,507.4454883280784,4.588784656948855,0.000261,4.841236235024243,96.194
175,4.430281211546542,139.68575880006665,28862.257169818786,434.7812670644661,4.384565155637755,0.0,2.925924975620893,92.494
176,7.240739638887768,201.186804455864,23783.09955637777,579.2203941324686,3.556297467154506,5.6e-05,7.726626309254037,91.92
177,7.080794504276835,260.205359611888,19517.724799117623,251.02089870586465,3.6655217644695215,3.6e-05,8.72392986557387,92.41
178,6.867301321799131,174.1849763847294,24112.15347052457,484.12293887759057,3.8235950398688825,1.4e-05,5.488553319167856,92.779
179,6.129637014813746,200.2781822057384,30989.94841451828,341.38857671477444,4.615886181275908,1e-06,8.480548213446536,90.086
180,7.917049443177883,278.0563209975309,27192.28056064627,358.781736184615,3.659484624888592,0.000473,9.213932045294738,90.536
181,6.511618075241813,181.87342172896436,29136.814623869737,475.3413506694927,4.850433707754168,4e-06,7.556524804538497,90.872
182,5.32381558430839,232.36857996920332,37625.75267985834,580.8977003943793,2.8807218458729342,0.0,7.027513295616857,89.219
183,6.769572868656792,168.93707245387174,11067.181147840996,289.5424601158542,5.220540269610252,1e-05,7.054639797766311,94.74
184,5.877974040440475,141.61528668804954,13652.293199392612,538.4954044402176,4.0322595038243865,0.0,5.310889565948845,94.795
185,9.534021716164196,201.9552080399875,9472.614920464734,259.63680306558183,2.7682389284849696,0.016539,6.105609306098515,95.122
186,6.340027628047595,225.02814848907,45222.50666548316,435.5004570917772,3.6860013242472816,2e-06,5.665180323387759,88.398
187,8.661592429959121,284.09835153725896,27088.476460253085,512.2773100578781,3.6704310100631887,0.002274,7.896900227617108,90.953
188,5.653506134793232,146.59023231546948,16462.460086163886,272.440558304258,5.198985503613217,0.0,5.787564926788077,94.01
189,6.6260121840753055,112.29948548284678,25839.894103711547,327.24807863386945,4.194313129305396,6e-06,7.559389068397414,91.598
190,7.793833572993554,176.86648289401776,18344.680360836188,371.2169730014168,4.172935335264329,0.000274,7.560924318667458,93.008
191,7.593127650277594,261.56617263863296,18371.057201088257,387.6295722843679,3.377337638120141,0.000157,6.28862683114237,93.528
192,7.362736501949787,185.692181022348,16268.44860625852,419.25844805495296,4.408513182397498,7.6e-05,5.3042368305801695,94.378
193,9.32030544529501,129.82385854680206,16002.138319545113,499.8441671492051,4.20580973235456,0.00858,4.4049174853911675,94.506
194,3.719791644371925,248.8592672843447,23590.93212865605,427.4959312452204,2.7183977338802885,0.0,0.6629074529043941,94.345
195,6.655605025818962,216.44117153408857,20571.845708443558,336.83145481608153,2.9516447152886705,7e-06,8.875267575667582,92.119
196,9.868877880662472,214.16623531463387,15326.855914122048,424.2928308059576,3.355489790912581,0.033278,3.351572637179429,94.958
197,5.590614435866259,229.192139486151,35370.73551522427,469.4130903674347,4.726845016869534,0.0,6.992521894542423,89.7
198,5.554436511156818,229.1228285838824,31344.460394369864,306.872525988099,2.0959140868029458,0.0,6.719938274639534,90.677
199,4.126528715100222,125.4748835138738,11215.945901592888,445.2414568851872,4.460200983755287,0.0,1.0416526628624738,96.734
200,5.970035656942926,230.4493293243112,16324.115196182343,327.7866419581865,5.428674071623728,0.0,4.9965067252614315,94.364
201,7.080794504276835,229.77134953009045,16162.26230660764,448.8460363895051,4.600927568902867,3.3e-05,4.9110103684322075,94.578
202,8.369154353699956,183.50037840417843,12975.9003341113,493.4654398847868,3.629749330548915,0.001075,6.599286059822395,94.376
203,6.284248242254425,190.0176485856823,12206.681209872297,395.2610633920007,3.377132288772658,2e-06,7.688721224747347,94.205
204,11.26782838471403,161.89636216322413,6040.369868025334,316.5358711402264,4.153347001241887,0.91697,7.205411959087736,94.413
205,9.298018008096014,163.0388345752384,13990.513403071998,399.4773578191071,3.6813242439844016,0.010012,4.249582754507486,94.982
206,7.895469245942458,154.26578033555626,7769.616118841751,407.7322172196032,4.236947299515631,0.000272,7.200173408520708,95.255
207,7.947485785725746,269.80940702116914,34440.77343351387,425.62781398964114,3.700853839705055,0.00047,6.9539233591215055,89.981
208,10.026159156427404,224.26635768460815,14962.177833160747,517.5128415432599,4.182277581713326,0.05422,7.4282742725235,93.332
209,6.48819323961521,225.4819087637101,34864.42789348474,324.50984090751643,4.592073570820997,4e-06,8.792958533111987,89.234
210,5.869736755337525,207.7254551598048,22244.218235890683,465.61648082479246,4.689315047790611,0.0,6.137524727961983,92.717
211,7.080794504276835,220.81370245025343,21410.31962366429,382.1978390094081,3.659974811789956,3.3e-05,6.295840451313946,93.002
212,5.304142660215901,160.9683582363086,25299.51155745438,497.79039051282376,4.165723663998691,0.0,4.927161472781349,92.528
213,7.533614822992929,186.9182450854363,11642.727540809405,363.50634426122485,3.462763987423452,0.000133,5.881121763017559,95.071
214,4.07760772456597,207.83804788598505,18194.95413992543,288.3651930524628,2.758658531189276,0.0,1.403359002480135,95.208
215,7.080794504276835,105.85926357195498,37928.14217716675,358.88876761151056,3.873853349593973,3.3e-05,5.583685795724287,90.02
216,7.0861684008433095,189.1453776814234,4304.492483085919,400.9043496859455,3.4165397533412,2.6e-05,3.5994921606128365,97.515
217,6.271012171064563,213.44468499464287,24846.141872428983,543.3917435559852,5.303581360575867,1e-06,8.130973367266195,91.437
218,7.95776834399615,276.7335689074048,17162.398420975343,514.42172196485,3.4507458924446017,0.000491,7.836743171364183,93.076
219,8.875642278454443,228.9215871862097,28487.7085978243,474.77251899981127,4.006991558563305,0.003959,5.318338556023411,91.687
220,7.080794504276835,192.447171018824,18257.569271194705,462.40244905277575,4.358298340908286,3.1e-05,7.437941826984383,93.164
221,6.613709117641848,141.1289215214313,25648.569496257434,374.770315796252,3.539771111373992,5e-06,7.1266105335388295,91.806
222,7.735705021751655,137.31816582716152,16723.97724364579,595.3292634501314,2.1486115361452747,0.000196,7.667997208082233,93.329
223,9.925041328429108,238.71339338235532,10704.6031822988,405.9001841052152,4.703803488576944,0.044824,6.109979079261033,94.728
224,9.002583109651113,202.9907652715344,19523.12486468928,366.49172865989806,4.904837414733298,0.004994,7.2443531971108985,92.691
225,5.095766464935885,273.40844807965914,26307.29845475983,513.8775792590823,4.352193469514868,0.0,7.069513796547884,91.396
226,8.594677108362674,263.7645926846328,23220.120613390383,588.8527328527769,4.754072499317674,0.002234,6.393559846208151,92.316
227,7.083779060507377,112.82025397576253,8580.245561280903,434.7477154375999,3.887680684530791,2.3e-05,4.191085243269214,96.436
228,7.682872498072526,180.7013754732779,12105.721934269564,469.8356255488435,3.778606787628922,0.000178,5.39050050345241,95.137
229,7.080794504276835,133.81311481316772,18272.50597305346,415.2117345959389,3.313199021657446,3.3e-05,5.884727418199528,93.827
230,6.419772473512519,208.76024762661592,30759.681440190925,523.6001755961903,3.095233156816077,3e-06,7.607104810698253,90.534
231,4.443238899143103,178.9562057574612,25008.53224756482,429.5447730337787,3.268324835835596,0.0,1.6484437565766106,93.787
232,6.978664262373817,183.24279619429385,23114.446075687887,470.0787053155338,4.766943236072579,2.2e-05,6.463111204992167,92.585
